,Zip Code,Community,Zip Code Latitude,Zip Code Longitude,Venue,Venue Category,City
272,90650,Norwalk,33.906914,-118.08339,In-N-Out Burger,Fast Food Restaurant,Norwalk
273,90650,Norwalk,33.906914,-118.08339,7-Eleven,Convenience Store,Norwalk
275,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
276,90650,Norwalk,33.906914,-118.08339,Panera Bread,Coffee Shop,Norwalk
277,90650,Norwalk,33.906914,-118.08339,Tacos Gavilan,Taco Place,Norwalk
284,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
285,90650,Norwalk,33.906914,-118.08339,Taco Bell/Pizza Hut,Fast Food Restaurant,Norwalk
288,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
291,90650,Norwalk,33.906914,-118.08339,Rally’s,Fast Food Restaurant,Norwalk
300,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
302,90650,Norwalk,33.906914,-118.08339,Chick-fil-A,Fast Food Restaurant,Norwalk
304,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
306,90650,Norwalk,33.906914,-118.08339,Taco Bell,Fast Food Restaurant,Norwalk
316,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
318,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
320,90650,Norwalk,33.906914,-118.08339,Yoshinoya,Donburi Restaurant,Norwalk
322,90650,Norwalk,33.906914,-118.08339,In-N-Out Burger,Fast Food Restaurant,Norwalk
323,90650,Norwalk,33.906914,-118.08339,7-Eleven,Convenience Store,Norwalk
325,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
326,90650,Norwalk,33.906914,-118.08339,Panera Bread,Coffee Shop,Norwalk
328,90650,Norwalk,33.906914,-118.08339,Tacos Gavilan,Taco Place,Norwalk
334,90650,Norwalk,33.906914,-118.08339,Taco Bell/Pizza Hut,Fast Food Restaurant,Norwalk
335,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
338,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
341,90650,Norwalk,33.906914,-118.08339,Rally’s,Fast Food Restaurant,Norwalk
350,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
352,90650,Norwalk,33.906914,-118.08339,Chick-fil-A,Fast Food Restaurant,Norwalk
361,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
364,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
365,90650,Norwalk,33.906914,-118.08339,Taco Bell,Fast Food Restaurant,Norwalk
368,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
370,90650,Norwalk,33.906914,-118.08339,Yoshinoya,Donburi Restaurant,Norwalk
372,90650,Norwalk,33.906914,-118.08339,In-N-Out Burger,Fast Food Restaurant,Norwalk
373,90650,Norwalk,33.906914,-118.08339,7-Eleven,Convenience Store,Norwalk
375,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
376,90650,Norwalk,33.906914,-118.08339,Panera Bread,Coffee Shop,Norwalk
378,90650,Norwalk,33.906914,-118.08339,Tacos Gavilan,Taco Place,Norwalk
384,90650,Norwalk,33.906914,-118.08339,Taco Bell/Pizza Hut,Fast Food Restaurant,Norwalk
385,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
388,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
391,90650,Norwalk,33.906914,-118.08339,Rally’s,Fast Food Restaurant,Norwalk
400,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
402,90650,Norwalk,33.906914,-118.08339,Chick-fil-A,Fast Food Restaurant,Norwalk
404,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
407,90650,Norwalk,33.906914,-118.08339,Taco Bell,Fast Food Restaurant,Norwalk
416,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
418,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
420,90650,Norwalk,33.906914,-118.08339,Yoshinoya,Donburi Restaurant,Norwalk
422,90650,Norwalk,33.906914,-118.08339,In-N-Out Burger,Fast Food Restaurant,Norwalk
423,90650,Norwalk,33.906914,-118.08339,7-Eleven,Convenience Store,Norwalk
425,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
426,90650,Norwalk,33.906914,-118.08339,Panera Bread,Coffee Shop,Norwalk
427,90650,Norwalk,33.906914,-118.08339,Tacos Gavilan,Taco Place,Norwalk
434,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
435,90650,Norwalk,33.906914,-118.08339,Taco Bell/Pizza Hut,Fast Food Restaurant,Norwalk
438,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
441,90650,Norwalk,33.906914,-118.08339,Rally’s,Fast Food Restaurant,Norwalk
450,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
452,90650,Norwalk,33.906914,-118.08339,Chick-fil-A,Fast Food Restaurant,Norwalk
458,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
460,90650,Norwalk,33.906914,-118.08339,Taco Bell,Fast Food Restaurant,Norwalk
465,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
468,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
470,90650,Norwalk,33.906914,-118.08339,Yoshinoya,Donburi Restaurant,Norwalk
472,90650,Norwalk,33.906914,-118.08339,In-N-Out Burger,Fast Food Restaurant,Norwalk
473,90650,Norwalk,33.906914,-118.08339,7-Eleven,Convenience Store,Norwalk
475,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
476,90650,Norwalk,33.906914,-118.08339,Panera Bread,Coffee Shop,Norwalk
478,90650,Norwalk,33.906914,-118.08339,Tacos Gavilan,Taco Place,Norwalk
484,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
485,90650,Norwalk,33.906914,-118.08339,Taco Bell/Pizza Hut,Fast Food Restaurant,Norwalk
488,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
491,90650,Norwalk,33.906914,-118.08339,Rally’s,Fast Food Restaurant,Norwalk
500,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
502,90650,Norwalk,33.906914,-118.08339,Chick-fil-A,Fast Food Restaurant,Norwalk
506,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
511,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
513,90650,Norwalk,33.906914,-118.08339,Taco Bell,Fast Food Restaurant,Norwalk
518,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
520,90650,Norwalk,33.906914,-118.08339,Yoshinoya,Donburi Restaurant,Norwalk
522,90650,Norwalk,33.906914,-118.08339,In-N-Out Burger,Fast Food Restaurant,Norwalk
523,90650,Norwalk,33.906914,-118.08339,7-Eleven,Convenience Store,Norwalk
525,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
526,90650,Norwalk,33.906914,-118.08339,Panera Bread,Coffee Shop,Norwalk
528,90650,Norwalk,33.906914,-118.08339,Tacos Gavilan,Taco Place,Norwalk
534,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
535,90650,Norwalk,33.906914,-118.08339,Taco Bell/Pizza Hut,Fast Food Restaurant,Norwalk
538,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
541,90650,Norwalk,33.906914,-118.08339,Rally’s,Fast Food Restaurant,Norwalk
550,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
551,90650,Norwalk,33.906914,-118.08339,Chick-fil-A,Fast Food Restaurant,Norwalk
553,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
563,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
565,90650,Norwalk,33.906914,-118.08339,Taco Bell,Fast Food Restaurant,Norwalk
568,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
570,90650,Norwalk,33.906914,-118.08339,Yoshinoya,Donburi Restaurant,Norwalk
572,90650,Norwalk,33.906914,-118.08339,In-N-Out Burger,Fast Food Restaurant,Norwalk
573,90650,Norwalk,33.906914,-118.08339,7-Eleven,Convenience Store,Norwalk
575,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
576,90650,Norwalk,33.906914,-118.08339,Panera Bread,Coffee Shop,Norwalk
578,90650,Norwalk,33.906914,-118.08339,Tacos Gavilan,Taco Place,Norwalk
584,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
585,90650,Norwalk,33.906914,-118.08339,Taco Bell/Pizza Hut,Fast Food Restaurant,Norwalk
588,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
591,90650,Norwalk,33.906914,-118.08339,Rally’s,Fast Food Restaurant,Norwalk
600,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
602,90650,Norwalk,33.906914,-118.08339,Chick-fil-A,Fast Food Restaurant,Norwalk
603,90650,Norwalk,33.906914,-118.08339,Taco Bell,Fast Food Restaurant,Norwalk
606,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
607,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
618,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
620,90650,Norwalk,33.906914,-118.08339,Yoshinoya,Donburi Restaurant,Norwalk
622,90650,Norwalk,33.906914,-118.08339,In-N-Out Burger,Fast Food Restaurant,Norwalk
623,90650,Norwalk,33.906914,-118.08339,7-Eleven,Convenience Store,Norwalk
625,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
626,90650,Norwalk,33.906914,-118.08339,Panera Bread,Coffee Shop,Norwalk
627,90650,Norwalk,33.906914,-118.08339,Tacos Gavilan,Taco Place,Norwalk
634,90650,Norwalk,33.906914,-118.08339,Taco Bell/Pizza Hut,Fast Food Restaurant,Norwalk
635,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
638,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
641,90650,Norwalk,33.906914,-118.08339,Rally’s,Fast Food Restaurant,Norwalk
650,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
651,90650,Norwalk,33.906914,-118.08339,Chick-fil-A,Fast Food Restaurant,Norwalk
654,90650,Norwalk,33.906914,-118.08339,Taco Bell,Fast Food Restaurant,Norwalk
661,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
666,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
668,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
670,90650,Norwalk,33.906914,-118.08339,Yoshinoya,Donburi Restaurant,Norwalk
672,90650,Norwalk,33.906914,-118.08339,In-N-Out Burger,Fast Food Restaurant,Norwalk
673,90650,Norwalk,33.906914,-118.08339,7-Eleven,Convenience Store,Norwalk
675,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
676,90650,Norwalk,33.906914,-118.08339,Panera Bread,Coffee Shop,Norwalk
678,90650,Norwalk,33.906914,-118.08339,Tacos Gavilan,Taco Place,Norwalk
684,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
685,90650,Norwalk,33.906914,-118.08339,Taco Bell/Pizza Hut,Fast Food Restaurant,Norwalk
688,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
691,90650,Norwalk,33.906914,-118.08339,Rally’s,Fast Food Restaurant,Norwalk
700,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
701,90650,Norwalk,33.906914,-118.08339,Chick-fil-A,Fast Food Restaurant,Norwalk
704,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
711,90650,Norwalk,33.906914,-118.08339,Taco Bell,Fast Food Restaurant,Norwalk
713,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
718,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
720,90650,Norwalk,33.906914,-118.08339,Yoshinoya,Donburi Restaurant,Norwalk
722,90650,Norwalk,33.906914,-118.08339,In-N-Out Burger,Fast Food Restaurant,Norwalk
723,90650,Norwalk,33.906914,-118.08339,7-Eleven,Convenience Store,Norwalk
725,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
726,90650,Norwalk,33.906914,-118.08339,Panera Bread,Coffee Shop,Norwalk
728,90650,Norwalk,33.906914,-118.08339,Tacos Gavilan,Taco Place,Norwalk
734,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
735,90650,Norwalk,33.906914,-118.08339,Taco Bell/Pizza Hut,Fast Food Restaurant,Norwalk
738,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
741,90650,Norwalk,33.906914,-118.08339,Rally’s,Fast Food Restaurant,Norwalk
750,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
751,90650,Norwalk,33.906914,-118.08339,Chick-fil-A,Fast Food Restaurant,Norwalk
755,90650,Norwalk,33.906914,-118.08339,Taco Bell,Fast Food Restaurant,Norwalk
756,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
762,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
768,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
770,90650,Norwalk,33.906914,-118.08339,Yoshinoya,Donburi Restaurant,Norwalk
772,90650,Norwalk,33.906914,-118.08339,In-N-Out Burger,Fast Food Restaurant,Norwalk
773,90650,Norwalk,33.906914,-118.08339,7-Eleven,Convenience Store,Norwalk
775,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
776,90650,Norwalk,33.906914,-118.08339,Panera Bread,Coffee Shop,Norwalk
777,90650,Norwalk,33.906914,-118.08339,Tacos Gavilan,Taco Place,Norwalk
784,90650,Norwalk,33.906914,-118.08339,Taco Bell/Pizza Hut,Fast Food Restaurant,Norwalk
785,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
788,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
791,90650,Norwalk,33.906914,-118.08339,Rally’s,Fast Food Restaurant,Norwalk
800,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
802,90650,Norwalk,33.906914,-118.08339,Chick-fil-A,Fast Food Restaurant,Norwalk
804,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
806,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
815,90650,Norwalk,33.906914,-118.08339,Taco Bell,Fast Food Restaurant,Norwalk
818,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
820,90650,Norwalk,33.906914,-118.08339,Yoshinoya,Donburi Restaurant,Norwalk
822,90650,Norwalk,33.906914,-118.08339,In-N-Out Burger,Fast Food Restaurant,Norwalk
823,90650,Norwalk,33.906914,-118.08339,7-Eleven,Convenience Store,Norwalk
825,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
826,90650,Norwalk,33.906914,-118.08339,Panera Bread,Coffee Shop,Norwalk
828,90650,Norwalk,33.906914,-118.08339,Tacos Gavilan,Taco Place,Norwalk
834,90650,Norwalk,33.906914,-118.08339,Taco Bell/Pizza Hut,Fast Food Restaurant,Norwalk
835,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
838,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
841,90650,Norwalk,33.906914,-118.08339,Rally’s,Fast Food Restaurant,Norwalk
850,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
851,90650,Norwalk,33.906914,-118.08339,Chick-fil-A,Fast Food Restaurant,Norwalk
857,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
858,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
866,90650,Norwalk,33.906914,-118.08339,Taco Bell,Fast Food Restaurant,Norwalk
868,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
870,90650,Norwalk,33.906914,-118.08339,Yoshinoya,Donburi Restaurant,Norwalk
872,90650,Norwalk,33.906914,-118.08339,In-N-Out Burger,Fast Food Restaurant,Norwalk
873,90650,Norwalk,33.906914,-118.08339,7-Eleven,Convenience Store,Norwalk
875,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
876,90650,Norwalk,33.906914,-118.08339,Panera Bread,Coffee Shop,Norwalk
877,90650,Norwalk,33.906914,-118.08339,Tacos Gavilan,Taco Place,Norwalk
884,90650,Norwalk,33.906914,-118.08339,Taco Bell/Pizza Hut,Fast Food Restaurant,Norwalk
885,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
888,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
891,90650,Norwalk,33.906914,-118.08339,Rally’s,Fast Food Restaurant,Norwalk
900,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
902,90650,Norwalk,33.906914,-118.08339,Chick-fil-A,Fast Food Restaurant,Norwalk
904,90650,Norwalk,33.906914,-118.08339,Taco Bell,Fast Food Restaurant,Norwalk
910,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
914,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
918,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
920,90650,Norwalk,33.906914,-118.08339,Yoshinoya,Donburi Restaurant,Norwalk
922,90650,Norwalk,33.906914,-118.08339,In-N-Out Burger,Fast Food Restaurant,Norwalk
923,90650,Norwalk,33.906914,-118.08339,7-Eleven,Convenience Store,Norwalk
925,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
926,90650,Norwalk,33.906914,-118.08339,Panera Bread,Coffee Shop,Norwalk
928,90650,Norwalk,33.906914,-118.08339,Tacos Gavilan,Taco Place,Norwalk
934,90650,Norwalk,33.906914,-118.08339,McDonald's,Fast Food Restaurant,Norwalk
935,90650,Norwalk,33.906914,-118.08339,Taco Bell/Pizza Hut,Fast Food Restaurant,Norwalk
938,90650,Norwalk,33.906914,-118.08339,Stater Bros. Markets,Grocery Store,Norwalk
941,90650,Norwalk,33.906914,-118.08339,Rally’s,Fast Food Restaurant,Norwalk
950,90650,Norwalk,33.906914,-118.08339,Starbucks,Coffee Shop,Norwalk
